Nom;Adresse;Téléphone;Site web;Zone;Trouble cognitif léger;Trouble cognitif sévère;Bilanter;Orienter - Domicile;Orienter - Structures;Troubles du comportement 3;Pas d'aidant, Epuisement de l'aidant 3;Maltraitance 3;Perte d'autonomie 2;Chute 2;Déficit sensoriel génants|1;Logement inadapté|1;Faibles ressources économiques|1;Isolement familial et géographique|1;Couleurs
Aides à domicile CIAS Pays de Menat;Le mont de Menat, 63560 Menat;04 73 85 52 53;www.menat.fr;Riom;0;1;0;1;0;0;1;1;1;1;1;0;0;1;2
Aides à domicile Clermont;;;www.pagesjaunes.fr/annuaire/departement/puy-de-dome-63/auxiliaire-de-vie;Clermont Ferrand;1;0;0;1;0;1;1;1;1;1;1;0;0;1;2
Aides à domicile Clermont;;;www.pagesjaunes.fr/annuaire/departement/puy-de-dome-63/auxiliaire-de-vie;Clermont Ferrand;0;1;0;1;0;0;1;1;1;1;1;0;0;1;2
Aides à domicile issoire;;;www.pagesjaunes.fr/annuaire/issoire-63/aide-a-domicile;Issoire;1;0;0;1;0;1;1;1;1;1;1;0;0;1;2
Aides à domicile issoire;;;www.pagesjaunes.fr/annuaire/issoire-63/aide-a-domicile;Issoire;0;1;0;1;0;0;1;1;1;1;1;0;0;1;2
Aides à domicile Le Mont Dore;;;www.pagesjaunes.fr/annuaire/le-mont-dore-63/services-a-domicile-pour-personnes-agees-personnes-dependantes;Le Mont Dore;1;0;0;1;0;1;1;1;1;1;1;0;0;1;2
Aides à domicile Le Mont Dore;;;www.pagesjaunes.fr/annuaire/le-mont-dore-63/services-a-domicile-pour-personnes-agees-personnes-dependantes;Le Mont Dore;0;1;0;1;0;0;1;1;1;1;1;0;0;1;2
Aides à domicile Riom;;;www.pagesjaunes.fr/annuaire/Riom-63/aide-a-domicile;Riom;1;0;0;1;0;1;1;1;1;1;1;0;0;1;2
Aides à domicile Riom;;;www.pagesjaunes.fr/annuaire/Riom-63/aide-a-domicile;Riom;0;1;0;1;0;0;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD ARP;Avenue de la République  63170 Pérignat-les-Sarliève;04 73 62 07 42;www.ville-romagnat.fr/solidarite/senior/ehpad-les-tonnelles/;Clermont Ferrand;1;0;0;1;0;1;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD ARP;Avenue de la République  63170 Pérignat-les-Sarliève;04 73 62 07 42;www.ville-romagnat.fr/solidarite/senior/ehpad-les-tonnelles/;Clermont Ferrand;0;1;0;1;0;0;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD Billom;35 avenue de la gare 63160 Billom;04 73 68 56 04;www.sivosbillom.fr;Billom;1;0;0;1;0;1;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD Billom;35 avenue de la gare 63160 Billom;04 73 68 56 04;www.sivosbillom.fr;Billom;0;1;0;1;0;0;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD CA agglo pays d'Issoire;96 rue de lavaur, 63504 Issoire;04 15 62 20 01;www.capissoire.fr/maintien-a-domicile/;Issoire;1;0;0;1;0;1;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD CA agglo pays d'Issoire;96 rue de lavaur, 63504 Issoire;04 15 62 20 01;www.capissoire.fr/maintien-a-domicile/;Issoire;0;1;0;1;0;0;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD Clermont-Ferrand;1 rue saint vincent de Paul  63000 Clermont-Ferrand;04 73 98 07 98;www.ville-chamalieres.fr;Clermont Ferrand;1;0;0;1;0;1;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD Clermont-Ferrand;1 rue saint vincent de Paul  63000 Clermont-Ferrand;04 73 98 07 98;www.ville-chamalieres.fr;Clermont Ferrand;0;1;0;1;0;0;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD Cunlhat;3 place Lamothe 63590 Cunlhat;04 73 72 32 43;ssiadcunlhat@ehpadmillesourires.fr;Ambert;1;0;0;1;0;1;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD Cunlhat;3 place Lamothe 63590 Cunlhat;04 73 72 32 43;ssiadcunlhat@ehpadmillesourires.fr;Ambert;0;1;0;1;0;0;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD de Besse;14 place du grand Mèze 63610 Besse et Saint Anastaise;04 73 79 52 82;www.sivomdebesse.monsite-orange.fr;Mont dore;1;0;0;1;0;1;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD de Besse;14 place du grand Mèze 63610 Besse et Saint Anastaise;04 73 79 52 82;www.sivomdebesse.monsite-orange.fr;Mont dore;0;1;0;1;0;0;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD de Chamalières ;17 avenue de Royat 63400 Chamalières;04 73 19 57 64;www.ville-chamalieres.fr;Clermont Ferrand;1;0;0;1;0;1;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD de Chamalières ;17 avenue de Royat 63400 Chamalières;04 73 19 57 64;www.ville-chamalieres.fr;Clermont Ferrand;0;1;0;1;0;0;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD de l'Artière;28 rue vercingetorix 63122 Ceyrat;04 73 61 46 87;www.beaumont63.fr/ssiad-cantonal-de-l-artiere-27;Clermont Ferrand;1;0;0;1;0;1;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD de l'Artière;28 rue vercingetorix 63122 Ceyrat;04 73 61 46 87;www.beaumont63.fr/ssiad-cantonal-de-l-artiere-27;Clermont Ferrand;0;1;0;1;0;0;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD des Combrailles;Rue du Général Desaix BP 25 63390 Saint-Gervais d'Auvergne;04 73 85 86 41;www.ssiad-esa-combrailles.fr/contact-ssiad-esa-combrailles-auvergne_fr.html;Riom;1;0;0;1;0;1;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD des Combrailles;Rue du Général Desaix BP 25 63390 Saint-Gervais d'Auvergne;04 73 85 86 41;www.ssiad-esa-combrailles.fr/contact-ssiad-esa-combrailles-auvergne_fr.html;Riom;0;1;0;1;0;0;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD du Mont Dore;2 rue du Capitaine Chazotte -B.P 107 - 63240 Le Mont-Dore;04 73 65 33 99;www.clicmontdore.com/maintien-a-domicile/ssiad/item/100-ssiad-service-de-soins-infirmiers-a-domicile;Mont dore;1;0;0;1;0;1;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD du Mont Dore;2 rue du Capitaine Chazotte -B.P 107 - 63240 Le Mont-Dore;04 73 65 33 99;www.clicmontdore.com/maintien-a-domicile/ssiad/item/100-ssiad-service-de-soins-infirmiers-a-domicile;Mont dore;0;1;0;1;0;0;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD Issoire;24 Rue de la Berbiziale, 63500 Issoire;04 73 89 71 31;www.issoire.fr/Solidarites/Seniors/Le-SSIAD-Service-de-Soins-Infirmiers-a-Domicile;Issoire;1;0;0;1;0;1;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD Issoire;24 Rue de la Berbiziale, 63500 Issoire;04 73 89 71 31;www.issoire.fr/Solidarites/Seniors/Le-SSIAD-Service-de-Soins-Infirmiers-a-Domicile;Issoire;0;1;0;1;0;0;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD La Roseraie;Teydes, 63420 Ardes sur Couze;04 73 54 99 74;www.ehpad.-ardes.fr;Issoire;1;0;0;1;0;1;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD La Roseraie;Teydes, 63420 Ardes sur Couze;04 73 54 99 74;www.ehpad.-ardes.fr;Issoire;0;1;0;1;0;0;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD le Montel;3 Rue du Parc, 63450 Saint-Amant-Tallende;04 73 39 30 08;www.ehpadssiadlemontel.fr/PBCPPlayer.asp?ID=1104111;Billom;1;0;0;1;0;1;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD le Montel;3 Rue du Parc, 63450 Saint-Amant-Tallende;04 73 39 30 08;www.ehpadssiadlemontel.fr/PBCPPlayer.asp?ID=1104111;Billom;0;1;0;1;0;0;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD le Montel;3 Rue du Parc, 63450 Saint-Amant-Tallende;04 73 39 30 08;www.ehpadssiadlemontel.fr/PBCPPlayer.asp?ID=1104111;Issoire;1;0;0;1;0;1;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD le Montel;3 Rue du Parc, 63450 Saint-Amant-Tallende;04 73 39 30 08;www.ehpadssiadlemontel.fr/PBCPPlayer.asp?ID=1104111;Issoire;0;1;0;1;0;0;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD Lezoux;29 Bis av. de Verdun 63190 Lezoux;04 73 73 18 86;www.siasd.fr;Thiers;1;0;0;1;0;1;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD Lezoux;29 Bis av. de Verdun 63190 Lezoux;04 73 73 18 86;www.siasd.fr;Thiers;0;1;0;1;0;0;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD Livradois Forez;3 avenue du 11 novembre 63600 Ambert;04 73 82 19 69;www.ville-ambert.fr/solidarite-sante/sante/siad-livradois-forez/;Ambert;1;0;0;1;0;1;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD Livradois Forez;3 avenue du 11 novembre 63600 Ambert;04 73 82 19 69;www.ville-ambert.fr/solidarite-sante/sante/siad-livradois-forez/;Ambert;0;1;0;1;0;0;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD mutualité Clermont-Ferrand;place du premier mai 63043 Clermont Ferrand Cedex 2;04 73 31 50 56;;Clermont Ferrand;1;0;0;1;0;1;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD mutualité Clermont-Ferrand;place du premier mai 63043 Clermont Ferrand Cedex 2;04 73 31 50 56;;Clermont Ferrand;0;1;0;1;0;0;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD Puy Guillaume;33 rue Joseph Claussat 63290 Puy Guillaume;04 73 94 16 21;www.siad-puy-guillaume.fr;Thiers;1;0;0;1;0;1;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD Puy Guillaume;33 rue Joseph Claussat 63290 Puy Guillaume;04 73 94 16 21;www.siad-puy-guillaume.fr;Thiers;0;1;0;1;0;0;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD Riom;21 ter rue jeanne d'arc  63200 Riom;04 73 38 42 64 ;www.siad-services-domicile.fr;Riom;1;0;0;1;0;1;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD Riom;21 ter rue jeanne d'arc  63200 Riom;04 73 38 42 64 ;www.siad-services-domicile.fr;Riom;0;1;0;1;0;0;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD Riom Limagne;1 rue Jean Ferrat 63720 Ennezat;04 73 63 81 34;contact@cias.rlv.eu;Riom;1;0;0;1;0;1;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD Riom Limagne;1 rue Jean Ferrat 63720 Ennezat;04 73 63 81 34;contact@cias.rlv.eu;Riom;0;1;0;1;0;0;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD Romagnat;3 place francois mitterrand 63 540 Romagnat;04 73 62 07 42;;Clermont Ferrand;1;0;0;1;0;1;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD Romagnat;3 place francois mitterrand 63 540 Romagnat;04 73 62 07 42;;Clermont Ferrand;0;1;0;1;0;0;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD Sohpem;63 rue Henri Barbuss 63000 Clermont Ferrand;04 73 98 00 85;www.sohpem.fr;Clermont Ferrand;1;0;0;1;0;1;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD Sohpem;63 rue Henri Barbuss 63000 Clermont Ferrand;04 73 98 00 85;www.sohpem.fr;Clermont Ferrand;0;1;0;1;0;0;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD Thiers;Route de Fau 63300 Thiers;04 73 51 12 85 ;www.ch-thiers.fr/index.asp?id=78;Thiers;1;0;0;1;0;1;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD Thiers;Route de Fau 63300 Thiers;04 73 51 12 85 ;www.ch-thiers.fr/index.asp?id=78;Thiers;0;1;0;1;0;0;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD Vivre ensemble;15 rue des farges 63118 Cebazat;04 73 14 36 20;ssiad1@sispa63.fr;Clermont Ferrand;1;0;0;1;0;1;1;1;1;1;1;0;0;1;2
Aides à domicile SSIAD Vivre ensemble;15 rue des farges 63118 Cebazat;04 73 14 36 20;ssiad1@sispa63.fr;Clermont Ferrand;0;1;0;1;0;0;1;1;1;1;1;0;0;1;2
Aides à domicile Thiers ;;;www.pagesjaunes.fr/annuaire/thiers-63/aide-a-domicile;Thiers;1;0;0;1;0;1;1;1;1;1;1;0;0;1;2
Aides à domicile Thiers ;;;www.pagesjaunes.fr/annuaire/thiers-63/aide-a-domicile;Thiers;0;1;0;1;0;0;1;1;1;1;1;0;0;1;2
Assistante sociale CCAS Aigueperse;153 Grande Rue, 63260 Aigueperse;04 73 63 60 34;www.aigueperse.fr;Riom;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS Aigueperse;153 Grande Rue, 63260 Aigueperse;04 73 63 60 34;www.aigueperse.fr;Riom;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CCAS Anzat le Luguet;Le Bourg 63420 Anzat-Le-Luguet;04 73 71 74 68;www.anzat-le-luguet.fr;Issoire;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS Anzat le Luguet;Le Bourg 63420 Anzat-Le-Luguet;04 73 71 74 68;www.anzat-le-luguet.fr;Issoire;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CCAS Aulnat;32 bis rue de la république 63510 Aulnat;04 73 61 06 77;www.ville-aulnat.fr;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS Aulnat;32 bis rue de la république 63510 Aulnat;04 73 61 06 77;www.ville-aulnat.fr;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CCAS Beau-regard-l'eveque;64  grande rue 63116 Beau-regard-l'eveque;04 73 68 16 03;www.beauregardleveque.fr;Billom;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS Beau-regard-l'eveque;64  grande rue 63116 Beau-regard-l'eveque;04 73 68 16 03;www.beauregardleveque.fr;Billom;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CCAS Beaumont;21 rue René Brut 63 110 Beaumont;04 73 15 15 93;www.beaumont63.fr;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS Beaumont;21 rue René Brut 63 110 Beaumont;04 73 15 15 93;www.beaumont63.fr;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CCAS Besse et saint Anastaise;3 route de du chambourguet  63610 Besse et saint anastaise;04 73 79 81 50;www.besse-superbesse.fr/fr/information/78897/ccas;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS Besse et saint Anastaise;3 route de du chambourguet  63610 Besse et saint anastaise;04 73 79 81 50;www.besse-superbesse.fr/fr/information/78897/ccas;Issoire;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CCAS Billom;rue Carnot, 63160 Billom;04 73 73 37 67;www.billom.fr/Centre-communal-action-sociale;Billom;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS Billom;rue Carnot, 63160 Billom;04 73 73 37 67;www.billom.fr/Centre-communal-action-sociale;Billom;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CCAS Bourg Lastic;20 route de Clermont 63 048 Bourg Lastic;04 73 21 80 28;www.bourg-lastic.fr;Issoire;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS Bourg Lastic;20 route de Clermont 63 048 Bourg Lastic;04 73 21 80 28;www.bourg-lastic.fr;Le Mont Dore;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CCAS Cebazat;Mairie, Cours des Perches 63118 Cebazat;04 73 16 30 3O;www.cebazat.fr/CCAS.html;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CCAS Cebazat;Mairie, Cours des Perches 63118 Cebazat;04 73 16 30 3O;www.cebazat.fr/CCAS.html;Le Mont Dore;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS Chamalières;CCAS, 17 avenue de Royat 63400 Chamalières;04 73 19 57 64;www.ville-chamalieres.fr/-Centre-Communal-d-Action-Sociale,98-.html;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS Chamalières;CCAS, 17 avenue de Royat 63400 Chamalières;04 73 19 57 64;www.ville-chamalieres.fr/-Centre-Communal-d-Action-Sociale,98-.html;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CCAS Charensat;Le bourg,  63640 Charensat ;04 73 52 24 83;www.charensat.fr/;Riom;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS Charensat;Le bourg,  63640 Charensat ;04 73 52 24 83;www.charensat.fr/;Riom;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CCAS Clermont Ferrand;1 rue saint vincent de Paul  63000 Clermont-Ferrand;04 73 98 07 98;www.clermont-ferrand.fr/2-le-ccas;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS Clermont Ferrand;1 rue saint vincent de Paul  63000 Clermont-Ferrand;04 73 98 07 98;www.clermont-ferrand.fr/2-le-ccas;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CCAS Coeur de Combrailles;rue Etienne Maison 63390 Saint Gervais d'Auvergne;04 73 85 83 23;mairie-saintgervaisauvergne.fr;Riom;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS Coeur de Combrailles;rue Etienne Maison 63390 Saint Gervais d'Auvergne;04 73 85 83 23;mairie-saintgervaisauvergne.fr;Riom;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CCAS Combronde;6 rue de l'hotel de Ville 63460 Combronde;04 73 97 10 25;acombronde.chez.com;Riom;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS Combronde;6 rue de l'hotel de Ville 63460 Combronde;04 73 97 10 25;acombronde.chez.com;Riom;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CCAS Cournon d'Auvergne;Maison des citoyens, 15 impasse des Dômes 63800 Cournon;04 73 84 68 79;www.cournon-auvergne.fr/Solidarite/Centre-Communal-d-Action-Sociale;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS Cournon d'Auvergne;Maison des citoyens, 15 impasse des Dômes 63800 Cournon;04 73 84 68 79;www.cournon-auvergne.fr/Solidarite/Centre-Communal-d-Action-Sociale;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CCAS DURTOL;Mairie, Square Charles Sabourin 63830 Durtol;04 73 37 37 06;www.durtol.fr/ccas-durtol-puy-de-dome_fr.html;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS DURTOL;Mairie, Square Charles Sabourin 63830 Durtol;04 73 37 37 06;www.durtol.fr/ccas-durtol-puy-de-dome_fr.html;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CCAS Gerzat;CCAS , place de la liberté 63360 Gerzat;04 73  23 55 46;www.ville-gerzat.fr/laction-sociale-a-gerzat;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS Gerzat;CCAS , place de la liberté 63360 Gerzat;04 73  23 55 46;www.ville-gerzat.fr/laction-sociale-a-gerzat;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CCAS Giat;Mairie rue de l'hotel de ville, 63620 GIAT;04 73 21 71 67;www.mairie-giat.fr;Riom;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS Giat;Mairie rue de l'hotel de ville, 63620 GIAT;04 73 21 71 67;www.mairie-giat.fr;Riom;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CCAS Issoire;24 Rue de la Berbiziale, 63500 Issoire;04 73 89 71 30;www.issoire.fr/Solidarite/Action-sociale/Le-Centre-Communal-d-Action-Sociale;Issoire;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS Issoire;24 Rue de la Berbiziale, 63500 Issoire;04 73 89 71 30;www.issoire.fr/Solidarite/Action-sociale/Le-Centre-Communal-d-Action-Sociale;Issoire;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CCAS La Monnerie le Montel;avenue du stade, 63650 La monnerie-le-Montel;04 73 51 49 52;www.lamonnerie-lemontel.fr;Thiers;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS La Monnerie le Montel;avenue du stade, 63650 La monnerie-le-Montel;04 73 51 49 52;www.lamonnerie-lemontel.fr;Thiers;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CCAS La Roche Blanche;1 rue de la mairie, 63670 La roche Blanche;04 73 79 40 09;www.mairie-larocheblanche.fr/social-sante-solidarite/ccas/;Billom;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS La Roche Blanche;1 rue de la mairie, 63670 La roche Blanche;04 73 79 40 09;www.mairie-larocheblanche.fr/social-sante-solidarite/ccas/;Billom;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CCAS Le Brueil sur Couze;2 Place de la Gare, 63340 Le Breuil-sur-Couze;04 73 71 61 09;www.lebreuilsurcouze.fr/fr/information/49917/action-sociale;Issoire;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS Le Brueil sur Couze;2 Place de la Gare, 63340 Le Breuil-sur-Couze;04 73 71 61 09;www.lebreuilsurcouze.fr/fr/information/49917/action-sociale;Issoire;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CCAS Le cendre;5 Rue Maryse Bastié, 63670 Le Cendre;04 73 69 91 97;www.lecendre.fr/Centre-Communal-d-Action-Social.html;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS Le cendre;5 Rue Maryse Bastié, 63670 Le Cendre;04 73 69 91 97;www.lecendre.fr/Centre-Communal-d-Action-Social.html;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CCAS Lempdes;CCAS , 3 rue de la réserve 63370 Lempdes;04 73 83 74 70;www.ville-lempdes.fr/seniors/;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS Lempdes;CCAS , 3 rue de la réserve 63370 Lempdes;04 73 83 74 70;www.ville-lempdes.fr/seniors/;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CCAS Martres de Veyre;Place Alphonse-Quinsat, 63730 Les Martres-de-Veyre;04 73 39 90 75;www.mairie-lesmartresdeveyre.fr/fr/information/65043/ccas;Billom;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS Martres de Veyre;Place Alphonse-Quinsat, 63730 Les Martres-de-Veyre;04 73 39 90 75;www.mairie-lesmartresdeveyre.fr/fr/information/65043/ccas;Billom;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CCAS Mont Dore;1 rue côte Boissy 63240 Mont Dore;04 73 65 20 00;www.mairie-mont-dore.fr;Le Mont Dore;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS Mont Dore;1 rue côte Boissy 63240 Mont Dore;04 73 65 20 00;www.mairie-mont-dore.fr;Le Mont Dore;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CCAS Nohanent;Mairie, 2 Route de Durtol 63830 Nohanent; 04 73 62 80 21;;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS Nohanent;Mairie, 2 Route de Durtol 63830 Nohanent; 04 73 62 80 21;;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CCAS Orcet;11 place Henri Romeuf, 63 670 Orcet;04 73 84 73 17;www.orcet.com/fr/information/65367/le-ccas;Billom;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS Orcet;11 place Henri Romeuf, 63 670 Orcet;04 73 84 73 17;www.orcet.com/fr/information/65367/le-ccas;Billom;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CCAS Palladuc;Mairie, Le bourg  63550 Palladuc;04 73 94 32 41;www.commune-palladuc.fr;Thiers;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS Palladuc;Mairie, Le bourg  63550 Palladuc;04 73 94 32 41;www.commune-palladuc.fr;Thiers;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CCAS Perignat sur Allier;3 place Onslow, 63800 Perignat sur allier;04 73 69 52 54;www.perignat-les-sarlieve.fr/fr/ccas.php;Billom;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS Perignat sur Allier;3 place Onslow, 63800 Perignat sur allier;04 73 69 52 54;www.perignat-les-sarlieve.fr/fr/ccas.php;Billom;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CCAS Pont du Château;CCAS , place de l'hotel de ville  63430 Pont du Chateau;04 73 83 73 59;www.pontduchateau.fr/article/action-sociale;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CCAS Pont du Château;CCAS , place de l'hotel de ville  63430 Pont du Chateau;04 73 83 73 59;www.pontduchateau.fr/article/action-sociale;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS Pontgibaud;5 rue du frère Genestier, 63230 Pontgibaud;04 73 88 70 42;www.ccpsv.fr/page_id=63;Riom;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS Pontgibaud;5 rue du frère Genestier, 63230 Pontgibaud;04 73 88 70 42;www.ccpsv.fr/page_id=63;Riom;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CCAS Puy Guillaume;1 place Jean Jaurès BP 27 63290 Puy Guillaume;04 73 94 70 49;www.puy-guillaume.fr/fr/information/78880/centre-social-maison-roche;Thiers;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS Puy Guillaume;1 place Jean Jaurès BP 27 63290 Puy Guillaume;04 73 94 70 49;www.puy-guillaume.fr/fr/information/78880/centre-social-maison-roche;Thiers;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CCAS Riom;15 rue du docteur Ducher 63200 Riom;04 73 33 49 00;www.ville-Riom.fr;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS Riom;15 rue du docteur Ducher 63200 Riom;04 73 33 49 00;www.ville-Riom.fr;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
